text,crowdflower_detail,annotator_vote,annotator_num,negative_crowdflower,negative_self_label,distortion_yn,quote,magnitude,distortion.category,Positive,Negative,userid
"So textbook shopping was, in word, unsuccessful. Hope don't need any of them tomorrow. am now going to commemorate my last day of freedom with few hours of Guitar Hero. :D",yes,3,3,yes,yes,no,,3,,3,-3,cea00424ced413c108d878b1a14f3316
"So textbook shopping was, in word, unsuccessful. Hope don't need any of them tomorrow. am now going to commemorate my last day of freedom with few hours of Guitar Hero. :D",mixed,0,3,yes,yes,no,,3,,3,-3,cea00424ced413c108d878b1a14f3316
"So textbook shopping was, in word, unsuccessful. Hope don't need any of them tomorrow. am now going to commemorate my last day of freedom with few hours of Guitar Hero. :D",no,0,3,yes,yes,no,,3,,3,-3,cea00424ced413c108d878b1a14f3316
"So two wrecks that caused minute trip to be an hour and ten minutes long which resulted in two NDEs, one headache, and one missed class later, am at school. What morning. need coffee.",no,0,3,yes,No,no,,NA,,1,-2,cea00424ced413c108d878b1a14f3316
"So two wrecks that caused minute trip to be an hour and ten minutes long which resulted in two NDEs, one headache, and one missed class later, am at school. What morning. need coffee.",yes,3,3,yes,No,no,,NA,,1,-2,cea00424ced413c108d878b1a14f3316
"So two wrecks that caused minute trip to be an hour and ten minutes long which resulted in two NDEs, one headache, and one missed class later, am at school. What morning. need coffee.",mixed,0,3,yes,No,no,,NA,,1,-2,cea00424ced413c108d878b1a14f3316
"so unless completely failed my CSC final have B in PASS , D in math, D in Econ ... Which means completely passed my semester :) (hasn't happened in while)",yes,3,3,yes,No,no,,NA,,2,-4,0d4a51e22f36151b2e435ce3fd4eb6f9
"so unless completely failed my CSC final have B in PASS , D in math, D in Econ ... Which means completely passed my semester :) (hasn't happened in while)",mixed,0,3,yes,No,no,,NA,,2,-4,0d4a51e22f36151b2e435ce3fd4eb6f9
"so unless completely failed my CSC final have B in PASS , D in math, D in Econ ... Which means completely passed my semester :) (hasn't happened in while)",no,0,3,yes,No,no,,NA,,2,-4,0d4a51e22f36151b2e435ce3fd4eb6f9
"So what about infatuation? That's when you think of someone all the time, you go out of your way to be around him//her, and you begin to center your priorities around him//her as well. There is history with this person: Maybe short history, but maybe quite while. You both enjoy being together. You both daydream about each other",no,2,3,no,No,no,,NA,,3,-1,db7f1b0130b2138e13b7bbca9cc63823
"So what about infatuation? That's when you think of someone all the time, you go out of your way to be around him//her, and you begin to center your priorities around him//her as well. There is history with this person: Maybe short history, but maybe quite while. You both enjoy being together. You both daydream about each other",mixed,0,3,no,No,no,,NA,,3,-1,db7f1b0130b2138e13b7bbca9cc63823
"So what about infatuation? That's when you think of someone all the time, you go out of your way to be around him//her, and you begin to center your priorities around him//her as well. There is history with this person: Maybe short history, but maybe quite while. You both enjoy being together. You both daydream about each other",yes,1,3,no,No,no,,NA,,3,-1,db7f1b0130b2138e13b7bbca9cc63823
So woke up at : to the realization that there was huge bee in my room..... still can't figure out how bugs get in there.....,mixed,0,3,no,No,no,,NA,,1,-1,b4a7ca4e53a9899c4656ca8a2b1b12aa
So woke up at : to the realization that there was huge bee in my room..... still can't figure out how bugs get in there.....,yes,1,3,no,No,no,,NA,,1,-1,b4a7ca4e53a9899c4656ca8a2b1b12aa
So woke up at : to the realization that there was huge bee in my room..... still can't figure out how bugs get in there.....,no,2,3,no,No,no,,NA,,1,-1,b4a7ca4e53a9899c4656ca8a2b1b12aa
So y'know how it seems my class can't get through lab without something going wrong. The lab group two stations down and one across from us managed to break their Buchner funnel and water went everywhere. thought it was just water...I just found holes that something burned through my shirt.,yes,3,3,yes,yes,no,,2,,1,-2,cea00424ced413c108d878b1a14f3316
So y'know how it seems my class can't get through lab without something going wrong. The lab group two stations down and one across from us managed to break their Buchner funnel and water went everywhere. thought it was just water...I just found holes that something burned through my shirt.,mixed,0,3,yes,yes,no,,2,,1,-2,cea00424ced413c108d878b1a14f3316
So y'know how it seems my class can't get through lab without something going wrong. The lab group two stations down and one across from us managed to break their Buchner funnel and water went everywhere. thought it was just water...I just found holes that something burned through my shirt.,no,0,3,yes,yes,no,,2,,1,-2,cea00424ced413c108d878b1a14f3316
"So, i needed milk. On my way home from fencing tonight i stopped by Walgreens to get gal. figured while i was in there i'd grab an A&W root beer, but it was out of stock. So i decided to get small bottle of chocolate milk, and as i'm reaching for it grandmotherly black woman comes around the corner and says /I think this[!] is what you're looking for/"" indicating half-gal of chocolate milk.""",mixed,0,3,yes,No,no,,NA,,2,-2,ee3c3dd296d5870bb0559c70d4096402
"So, i needed milk. On my way home from fencing tonight i stopped by Walgreens to get gal. figured while i was in there i'd grab an A&W root beer, but it was out of stock. So i decided to get small bottle of chocolate milk, and as i'm reaching for it grandmotherly black woman comes around the corner and says /I think this[!] is what you're looking for/"" indicating half-gal of chocolate milk.""",no,0,3,yes,No,no,,NA,,2,-2,ee3c3dd296d5870bb0559c70d4096402
"So, i needed milk. On my way home from fencing tonight i stopped by Walgreens to get gal. figured while i was in there i'd grab an A&W root beer, but it was out of stock. So i decided to get small bottle of chocolate milk, and as i'm reaching for it grandmotherly black woman comes around the corner and says /I think this[!] is what you're looking for/"" indicating half-gal of chocolate milk.""",yes,3,3,yes,No,no,,NA,,2,-2,ee3c3dd296d5870bb0559c70d4096402
"So, it seems to me that in some Balkan countries it is still so more important (as has always been) one to have great muscles then great brain and hearth! Totaly disappointing! :(",mixed,0,3,yes,yes,no,,2,,4,-4,67f1bddbdb60c7f4a82c9ae9e88d4e28
"So, it seems to me that in some Balkan countries it is still so more important (as has always been) one to have great muscles then great brain and hearth! Totaly disappointing! :(",no,1,3,yes,yes,no,,2,,4,-4,67f1bddbdb60c7f4a82c9ae9e88d4e28
"So, it seems to me that in some Balkan countries it is still so more important (as has always been) one to have great muscles then great brain and hearth! Totaly disappointing! :(",yes,2,3,yes,yes,no,,2,,4,-4,67f1bddbdb60c7f4a82c9ae9e88d4e28
"So, was having some weird symptoms, like breaking out with random RWJ quotes, having the insane urge to kill mice, and being paranoid about my bathroom cleaner. decided to go to the doctor, and it's true! have SQUAIDS!!!!!",yes,3,3,yes,yes,yes,,3,emotional reasoning,3,-3,82e932005d8c94bb93bcb54fa19f421c
"So, was having some weird symptoms, like breaking out with random RWJ quotes, having the insane urge to kill mice, and being paranoid about my bathroom cleaner. decided to go to the doctor, and it's true! have SQUAIDS!!!!!",no,0,3,yes,yes,yes,,3,emotional reasoning,3,-3,82e932005d8c94bb93bcb54fa19f421c
"So, was having some weird symptoms, like breaking out with random RWJ quotes, having the insane urge to kill mice, and being paranoid about my bathroom cleaner. decided to go to the doctor, and it's true! have SQUAIDS!!!!!",mixed,0,3,yes,yes,yes,,3,emotional reasoning,3,-3,82e932005d8c94bb93bcb54fa19f421c
"SO! anyone remember that trip took to Europe like AGES ago? weeeelll, i decided to be good little tourist and finally uploaded pics! there are loads more, but my computer is being retarded. But why not take gander my friends?(:",no,1,3,yes,No,no,,NA,,4,-2,6262f9ea246e00408561aa9a73c49175
"SO! anyone remember that trip took to Europe like AGES ago? weeeelll, i decided to be good little tourist and finally uploaded pics! there are loads more, but my computer is being retarded. But why not take gander my friends?(:",yes,2,3,yes,No,no,,NA,,4,-2,6262f9ea246e00408561aa9a73c49175
"SO! anyone remember that trip took to Europe like AGES ago? weeeelll, i decided to be good little tourist and finally uploaded pics! there are loads more, but my computer is being retarded. But why not take gander my friends?(:",mixed,0,3,yes,No,no,,NA,,4,-2,6262f9ea246e00408561aa9a73c49175
So. Guess not working nd shift. Going to be at the clinic to help out. Woohoo. Haha and get payer nd shift salary.,no,2,4,no,No,no,,NA,,2,-4,c70b15854118907c8f0a234e2ba44bbc
So. Guess not working nd shift. Going to be at the clinic to help out. Woohoo. Haha and get payer nd shift salary.,mixed,0,4,no,No,no,,NA,,2,-4,c70b15854118907c8f0a234e2ba44bbc
So. Guess not working nd shift. Going to be at the clinic to help out. Woohoo. Haha and get payer nd shift salary.,yes,2,4,no,No,no,,NA,,2,-4,c70b15854118907c8f0a234e2ba44bbc
"So. went on ship and spent day in Mexico and ate seafood in New Orleans. It all was quite nice. Now, come back to St. Louis, and what's the first thing to happen? get cold. There seems to be small problem here.",mixed,0,3,yes,No,no,,NA,,3,-2,d177a27cdcf11df2e6e09de9620e9c5e
"So. went on ship and spent day in Mexico and ate seafood in New Orleans. It all was quite nice. Now, come back to St. Louis, and what's the first thing to happen? get cold. There seems to be small problem here.",no,0,3,yes,No,no,,NA,,3,-2,d177a27cdcf11df2e6e09de9620e9c5e
"So. went on ship and spent day in Mexico and ate seafood in New Orleans. It all was quite nice. Now, come back to St. Louis, and what's the first thing to happen? get cold. There seems to be small problem here.",yes,3,3,yes,No,no,,NA,,3,-2,d177a27cdcf11df2e6e09de9620e9c5e
"So.....I hear there was going to be bad weather tomorrow. Eh oh well I'll still go, the problem is would need someone to take me with them <_< Anyone? lol You would have to sign me in :// I'd be in sandy at the time because of school D:",yes,3,3,yes,No,no,,NA,,2,-2,8c393982479748c5a53acaa7a3717c71
"So.....I hear there was going to be bad weather tomorrow. Eh oh well I'll still go, the problem is would need someone to take me with them <_< Anyone? lol You would have to sign me in :// I'd be in sandy at the time because of school D:",no,0,3,yes,No,no,,NA,,2,-2,8c393982479748c5a53acaa7a3717c71
"So.....I hear there was going to be bad weather tomorrow. Eh oh well I'll still go, the problem is would need someone to take me with them <_< Anyone? lol You would have to sign me in :// I'd be in sandy at the time because of school D:",mixed,0,3,yes,No,no,,NA,,2,-2,8c393982479748c5a53acaa7a3717c71
Some good sure did come from all this bad. have much better understanding of some things now. -pOOfkAt,yes,2,3,yes,No,no,,NA,,2,-2,17938acf2d8d382eac91a3072bcae8b5
Some good sure did come from all this bad. have much better understanding of some things now. -pOOfkAt,no,0,3,yes,No,no,,NA,,2,-2,17938acf2d8d382eac91a3072bcae8b5
Some good sure did come from all this bad. have much better understanding of some things now. -pOOfkAt,mixed,1,3,yes,No,no,,NA,,2,-2,17938acf2d8d382eac91a3072bcae8b5
"Some people like to complicate life, but prefer it simple. The wind hitting your face, music traveling through your ears, that feeling when you take real nice shit and theres almost nothing on the toilet paper when you wipe. That's life. Its not accomplishments, but experiences. It's good times, great memories; not GPAs and GEDs. Long story short, I'm going to start selling heroin. Shh, don't tell anyone.",yes,3,3,yes,No,no,,NA,,3,-3,d5e8a963a3a0a885e1050d89f6ddd476
"Some people like to complicate life, but prefer it simple. The wind hitting your face, music traveling through your ears, that feeling when you take real nice shit and theres almost nothing on the toilet paper when you wipe. That's life. Its not accomplishments, but experiences. It's good times, great memories; not GPAs and GEDs. Long story short, I'm going to start selling heroin. Shh, don't tell anyone.",mixed,0,3,yes,No,no,,NA,,3,-3,d5e8a963a3a0a885e1050d89f6ddd476
"Some people like to complicate life, but prefer it simple. The wind hitting your face, music traveling through your ears, that feeling when you take real nice shit and theres almost nothing on the toilet paper when you wipe. That's life. Its not accomplishments, but experiences. It's good times, great memories; not GPAs and GEDs. Long story short, I'm going to start selling heroin. Shh, don't tell anyone.",no,0,3,yes,No,no,,NA,,3,-3,d5e8a963a3a0a885e1050d89f6ddd476
"Some see prisoner alone before his judge with no one to defend him. Some see victim beaten and abused with all the world against him. Some see martyr carrying his cross for what he believes. Some see hero who set his people free. But see love. see love, light of Heaven breaking through. see grace. see God's face shining pure and perfect love when see You.",mixed,0,3,yes,No,no,,NA,,4,-4,cea00424ced413c108d878b1a14f3316
"Some see prisoner alone before his judge with no one to defend him. Some see victim beaten and abused with all the world against him. Some see martyr carrying his cross for what he believes. Some see hero who set his people free. But see love. see love, light of Heaven breaking through. see grace. see God's face shining pure and perfect love when see You.",no,1,3,yes,No,no,,NA,,4,-4,cea00424ced413c108d878b1a14f3316
"Some see prisoner alone before his judge with no one to defend him. Some see victim beaten and abused with all the world against him. Some see martyr carrying his cross for what he believes. Some see hero who set his people free. But see love. see love, light of Heaven breaking through. see grace. see God's face shining pure and perfect love when see You.",yes,2,3,yes,No,no,,NA,,4,-4,cea00424ced413c108d878b1a14f3316
Somehow let myself go from revising my novel to reading about revising novels. think that's been going on for weeks now.,mixed,0,3,yes,No,no,,NA,,1,-1,0e3fdb89c7706b13891170ab2a9017c7
Somehow let myself go from revising my novel to reading about revising novels. think that's been going on for weeks now.,no,0,3,yes,No,no,,NA,,1,-1,0e3fdb89c7706b13891170ab2a9017c7
Somehow let myself go from revising my novel to reading about revising novels. think that's been going on for weeks now.,yes,3,3,yes,No,no,,NA,,1,-1,0e3fdb89c7706b13891170ab2a9017c7
"Sometimes wish it was all dream, that could wake up and just be years old again. Ahh, that would be nice indeed.",no,0,3,yes,No,no,,NA,,3,-1,e6ed9de01fb655f94a17529d7d67cfeb
